date,artist,title,rank,peak_pos,last_week,weeks
2018-06-09,Nicky Jam x J Balvin,X,48,10,10,2
2018-06-09,Dua Lipa,IDGAF,49,42,42,5
2018-06-09,Rae Sremmurd & Juicy J,Powerglide,50,43,47,17
2018-06-09,BTS,Fake Love,51,54,57,10
2018-06-09,YoungBoy Never Broke Again,Overdose,52,53,54,4
2018-06-09,Daddy Yankee,Dura,53,55,55,16
2018-06-09,Morgan Wallen Featuring Florida Georgia Line,Up Down,54,57,59,8
2018-06-09,Charlie Puth Featuring Kehlani,Done For Me,55,28,52,10
2018-06-09,Lauv,I Like Me Better,56,10,49,6
2018-06-09,Kenny Chesney,Get Along,57,24,56,7
2018-06-09,Famous Dex,Japan,58,36,62,6
2018-06-09,J. Cole,KOD,59,16,50,5
2018-06-09,Lil Pump,Esskeetit,60,63,-,2
2018-06-09,Pitbull x El Chombo x Karol G Featuring Cutty Ranks,Dame Tu Cosita,61,63,63,11
2018-06-09,Post Malone Featuring Nicki Minaj,Ball For Me,62,67,74,8
2018-06-09,A$AP Rocky Featuring Moby,A$AP Forever,63,21,61,20
2018-06-09,Foster The People,Sit Next To Me,64,69,76,6
2018-06-09,Pusha T,Infrared,65,70,70,7
2018-06-09,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",Big Bank,66,64,64,13
2018-06-09,Dierks Bentley,"Woman, Amen",67,71,71,4
2018-06-09,"Jay Rock, Kendrick Lamar, Future & James Blake",King's Dead,68,74,80,2
2018-06-09,David Lee Murphy & Kenny Chesney,Everything's Gonna Be Alright,69,65,-,2
2018-06-09,Halsey Featuring Big Sean & Stefflon Don,Alone,70,57,69,6
2018-06-09,Blake Shelton,I Lived It,71,21,72,8
2018-06-09,Brett Young,Mercy,72,14,65,5
2018-06-09,Pusha T,If You Know You Know,73,58,58,10
2018-06-09,Lil Baby Featuring Gunna & Lil Uzi Vert,Life Goes On,74,11,66,5
2018-06-09,Pusha T Featuring Kanye West,What Would Meek Do?,75,16,60,4
2018-06-09,Shawn Mendes Featuring Khalid,Youth,76,74,90,12
2018-06-09,"Khalid, Ty Dolla $ign & 6LACK",OTW,77,54,85,12
2018-06-09,Cardi B Featuring Migos,Drip,78,87,95,3
2018-06-09,Post Malone,Rich & Sad,79,46,67,3
2018-06-09,Jennifer Lopez Featuring DJ Khaled & Cardi B,Dinero,80,41,75,18
2018-06-09,Darius Rucker,For The First Time,81,50,78,17
2018-06-09,Tyga Featuring Offset,Taste,82,43,81,18
2018-06-09,Post Malone,Paranoid,83,29,91,13
2018-06-09,Travis Scott Featuring Lil Uzi Vert & Kanye West,Watch,84,49,100,18
2018-06-09,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,Sativa,85,15,77,5
2018-06-09,Bad Wolves,Zombie,86,35,94,9
2018-06-09,Lil Skies,Lust,87,92,-,2
2018-06-09,Playboi Carti Featuring Lil Uzi Vert,Shoota,88,50,95,19
2018-06-09,Billie Eilish & Khalid,Lovely,89,92,100,3
2018-06-09,Rich The Kid Featuring Kendrick Lamar,New Freezer,90,78,78,3
2018-06-09,Jordan Davis,Singles You Up,91,57,97,10
2018-06-09,Luke Bryan,Most People Are Good,92,92,-,4
2018-06-09,Jake Owen,I Was Jack (You Were Diane),93,77,77,2
2018-06-09,Maroon 5 Featuring Cardi B,Girls Like You,94,74,98,16
2018-06-09,Logic & Marshmello,Everyday,95,94,-,2
2018-06-09,Ozuna & Romeo Santos,El Farsante,96,,,
2018-06-09,Post Malone Featuring Swae Lee,Spoil My Night,97,,,
2018-06-09,Panic! At The Disco,High Hopes,98,,,
2018-06-09,XXXTENTACION,Moonlight,99,,,
2018-06-09,Pusha T,The Games We Play,100,,,
2018-06-02,Drake,Nice For What,1,,,7
2018-06-02,Childish Gambino,This Is America,2,1,1,3
2018-06-02,Drake,God's Plan,3,1,3,18
2018-06-02,Post Malone Featuring Ty Dolla $ign,Psycho,4,2,4,13
2018-06-02,"Zedd, Maren Morris & Grey",The Middle,5,5,6,17
2018-06-02,Lil Baby & Drake,Yes Indeed,6,6,49,2
2018-06-02,Bebe Rexha & Florida Georgia Line,Meant To Be,7,2,5,31
2018-06-02,Ella Mai,Boo'd Up,8,8,11,8
2018-06-02,Ariana Grande,No Tears Left To Cry,9,3,7,5
2018-06-02,BTS,Fake Love,10,11,16,15
2018-06-02,Marshmello & Anne-Marie,Friends,11,5,8,15
2018-06-02,BlocBoy JB Featuring Drake,Look Alive,12,6,9,23
2018-06-02,Camila Cabello,Never Be The Same,13,10,12,17
2018-06-02,Migos Featuring Drake,Walk It Talk It,14,1,10,39
2018-06-02,Ed Sheeran,Perfect,15,11,23,8
2018-06-02,Cardi B,Be Careful,16,12,14,17
2018-06-02,Imagine Dragons,Whatever It Takes,17,11,17,18
2018-06-02,Bazzi,Mine,18,8,21,7
2018-06-02,"Cardi B, Bad Bunny & J Balvin",I Like It,19,20,20,10
2018-06-02,Shawn Mendes,In My Blood,20,15,15,22
2018-06-02,Kane Brown,Heaven,21,8,13,10
2018-06-02,Lil Dicky Featuring Chris Brown,Freaky Friday,22,1,19,36
2018-06-02,Post Malone Featuring 21 Savage,Rockstar,23,1,24,41
2018-06-02,Camila Cabello Featuring Young Thug,Havana,24,7,18,16
2018-06-02,The Weeknd & Kendrick Lamar,Pray For Me,25,13,22,15
2018-06-02,Rich The Kid,Plug Walk,26,25,25,19
2018-06-02,Maroon 5,Wait,27,10,29,7
2018-06-02,Nicki Minaj,Chun-Li,28,7,26,4
2018-06-02,Post Malone,Better Now,29,4,32,8
2018-06-02,The Weeknd,Call Out My Name,30,6,28,43
2018-06-02,Dua Lipa,New Rules,31,7,27,12
2018-06-02,XXXTENTACION,Sad!,32,7,33,20
2018-06-02,Kendrick Lamar & SZA,All The Stars,33,34,36,11
2018-06-02,Taylor Swift,Delicate,34,35,74,2
2018-06-02,Juice WRLD,Lucid Dreams,35,36,47,14
2018-06-02,Khalid & Normani,Love Lies,36,3,30,21
2018-06-02,Bruno Mars & Cardi B,Finesse,37,35,35,10
2018-06-02,Luke Combs,One Number Away,38,28,34,17
2018-06-02,Jason Aldean,You Make It Easy,39,38,38,5
2018-06-02,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",Te Bote,40,28,31,12
2018-06-02,Rae Sremmurd & Juicy J,Powerglide,41,42,52,4
2018-06-02,YoungBoy Never Broke Again,Overdose,42,39,39,7
2018-06-02,Calvin Harris & Dua Lipa,One Kiss,43,44,48,11
2018-06-02,Dan + Shay,Tequila,44,13,37,30
2018-06-02,Offset & Metro Boomin,Ric Flair Drip,45,46,50,2
2018-06-02,Selena Gomez,Back To You,46,43,43,16
2018-06-02,Daddy Yankee,Dura,47,41,41,12
2018-06-02,Nicky Jam x J Balvin,X,48,10,45,5
2018-06-02,J. Cole,KOD,49,16,51,4
2018-06-02,Post Malone Featuring Nicki Minaj,Ball For Me,50,51,59,19
2018-06-02,Dua Lipa,IDGAF,51,28,40,9
2018-06-02,Famous Dex,Japan,52,53,92,2
2018-06-02,Juice WRLD,All Girls Are The Same,53,53,53,3
2018-06-02,Charlie Puth Featuring Kehlani,Done For Me,54,55,61,15
2018-06-02,Lauv,I Like Me Better,55,24,58,6
2018-06-02,Lil Pump,Esskeetit,56,57,62,9
2018-06-02,Morgan Wallen Featuring Florida Georgia Line,Up Down,57,58,71,9
2018-06-02,Darius Rucker,For The First Time,58,59,64,7
2018-06-02,Kenny Chesney,Get Along,59,16,42,3
2018-06-02,Travis Scott Featuring Lil Uzi Vert & Kanye West,Watch,60,21,56,19
2018-06-02,"Jay Rock, Kendrick Lamar, Future & James Blake",King's Dead,61,36,57,5
2018-06-02,Pitbull x El Chombo x Karol G Featuring Cutty Ranks,Dame Tu Cosita,62,63,72,10
2018-06-02,Foster The People,Sit Next To Me,63,64,70,12
2018-06-02,Blake Shelton,I Lived It,64,14,55,4
2018-06-02,Post Malone,Rich & Sad,65,11,54,4
2018-06-02,Post Malone,Paranoid,66,46,46,2
2018-06-02,Playboi Carti Featuring Lil Uzi Vert,Shoota,67,57,66,5
2018-06-02,Kevin Gates,Change Lanes,68,70,84,6
2018-06-02,"Khalid, Ty Dolla $ign & 6LACK",OTW,69,71,86,3
2018-06-02,Halsey Featuring Big Sean & Stefflon Don,Alone,70,21,69,7
2018-06-02,Brett Young,Mercy,71,74,78,7
2018-06-02,Cardi B Featuring Migos,Drip,72,41,73,17
2018-06-02,Kris Wu,Like That,73,76,82,5
2018-06-02,Dierks Bentley,"Woman, Amen",74,15,60,4
2018-06-02,Rich The Kid Featuring Kendrick Lamar,New Freezer,75,50,83,16
2018-06-02,David Lee Murphy & Kenny Chesney,Everything's Gonna Be Alright,76,43,75,17
2018-06-02,Post Malone Featuring Swae Lee,Spoil My Night,77,54,76,11
2018-06-02,Jordan Davis,Singles You Up,78,69,87,20
2018-06-02,Lil Baby,Southside,79,17,65,4
2018-06-02,Lil Baby Featuring Gunna & Lil Uzi Vert,Life Goes On,80,6,63,5
2018-06-02,Luke Bryan,Most People Are Good,81,74,85,11
2018-06-02,Kevin Gates,Let It Sing,82,29,81,12
2018-06-02,Pharrell Williams x Camila Cabello,Sangria Wine,83,8,68,5
2018-06-02,"Diplo, French Montana & Lil Pump Featuring Zhavia Ward",Welcome To The Party,84,46,67,12
2018-06-02,Bad Wolves,Zombie,85,35,88,8
2018-06-02,NAV Featuring Travis Scott,Champion,86,91,91,2
2018-06-02,Lil Skies Featuring Landon Cube,Red Roses,87,79,79,3
2018-06-02,Post Malone,Stay,88,31,80,19
2018-06-02,J. Cole,ATM,89,49,96,17
2018-06-02,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,Sativa,90,78,78,3
2018-06-02,Logic & Marshmello,Everyday,91,57,97,10
2018-06-02,J. Cole,Kevin's Heart,92,92,-,4
2018-06-02,Meghan Trainor,No Excuses,93,77,77,2
2018-06-02,XXXTENTACION,Moonlight,94,74,98,16
2018-06-02,Lil Skies,Lust,95,94,-,2
2018-06-02,Bhad Bhabie Featuring Lil Yachty,Gucci Flip Flops,96,,,
2018-06-02,YoungBoy Never Broke Again,Outside Today,97,,,
2018-06-02,Sam Hunt,Downtown's Dead,98,,,
2018-06-02,Backstreet Boys,Don't Go Breaking My Heart,99,,,
2018-06-02,Ozuna & Romeo Santos,El Farsante,100,,,
2018-05-26,Childish Gambino,This Is America,1,,,2
2018-05-26,Drake,Nice For What,2,1,2,6
2018-05-26,Drake,God's Plan,3,1,3,17
2018-05-26,Post Malone Featuring Ty Dolla $ign,Psycho,4,2,4,12
2018-05-26,Bebe Rexha & Florida Georgia Line,Meant To Be,5,2,5,30
2018-05-26,"Zedd, Maren Morris & Grey",The Middle,6,5,6,16
2018-05-26,Ariana Grande,No Tears Left To Cry,7,3,10,4
2018-05-26,BlocBoy JB Featuring Drake,Look Alive,8,5,7,14
2018-05-26,Camila Cabello,Never Be The Same,9,6,8,22
2018-05-26,Ed Sheeran,Perfect,10,1,9,38
2018-05-26,Ella Mai,Boo'd Up,11,11,17,7
2018-05-26,Migos Featuring Drake,Walk It Talk It,12,10,14,16
2018-05-26,Lil Dicky Featuring Chris Brown,Freaky Friday,13,8,11,9
2018-05-26,Imagine Dragons,Whatever It Takes,14,12,12,16
2018-05-26,Kane Brown,Heaven,15,15,20,21
2018-05-26,Marshmello & Anne-Marie,Friends,16,16,21,14
2018-05-26,Bazzi,Mine,17,11,15,17
2018-05-26,The Weeknd & Kendrick Lamar,Pray For Me,18,7,22,15
2018-05-26,Post Malone Featuring 21 Savage,Rockstar,19,1,13,35
2018-05-26,Shawn Mendes,In My Blood,20,20,27,9
2018-05-26,"Cardi B, Bad Bunny & J Balvin",I Like It,21,8,18,6
2018-05-26,Rich The Kid,Plug Walk,22,13,26,14
2018-05-26,Cardi B,Be Careful,23,11,25,7
2018-05-26,Camila Cabello Featuring Young Thug,Havana,24,1,24,40
2018-05-26,Maroon 5,Wait,25,25,30,18
2018-05-26,Post Malone,Better Now,26,7,23,3
2018-05-26,XXXTENTACION,Sad!,27,7,34,11
2018-05-26,Dua Lipa,New Rules,28,6,32,42
2018-05-26,Nicki Minaj,Chun-Li,29,10,19,6
2018-05-26,Bruno Mars & Cardi B,Finesse,30,3,31,20
2018-05-26,Rae Sremmurd & Juicy J,Powerglide,31,28,28,11
2018-05-26,The Weeknd,Call Out My Name,32,4,29,7
2018-05-26,Kendrick Lamar & SZA,All The Stars,33,7,35,19
2018-05-26,Jason Aldean,You Make It Easy,34,28,33,16
2018-05-26,Luke Combs,One Number Away,35,35,44,9
2018-05-26,Taylor Swift,Delicate,36,36,46,10
2018-05-26,Offset & Metro Boomin,Ric Flair Drip,37,13,37,29
2018-05-26,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",Te Bote,38,38,41,4
2018-05-26,Calvin Harris & Dua Lipa,One Kiss,39,39,49,6
2018-05-26,Famous Dex,Japan,40,28,48,8
2018-05-26,Nicky Jam x J Balvin,X,41,41,42,11
2018-05-26,Travis Scott Featuring Lil Uzi Vert & Kanye West,Watch,42,16,16,2
2018-05-26,Daddy Yankee,Dura,43,43,43,15
2018-05-26,Migos,Stir Fry,44,8,50,21
2018-05-26,J. Cole,KOD,45,10,52,4
2018-05-26,Playboi Carti Featuring Lil Uzi Vert,Shoota,46,43,54,13
2018-05-26,Khalid & Normani,Love Lies,47,48,55,10
2018-05-26,Dan + Shay,Tequila,48,16,40,3
2018-05-26,Lil Baby & Drake,Yes Indeed,49,47,47,3
2018-05-26,Selena Gomez,Back To You,50,53,74,2
2018-05-26,Post Malone Featuring Nicki Minaj,Ball For Me,51,11,38,3
2018-05-26,YoungBoy Never Broke Again,Overdose,52,14,39,3
2018-05-26,Charlie Puth Featuring Kehlani,Done For Me,53,21,60,18
2018-05-26,Post Malone,Paranoid,54,36,36,4
2018-05-26,Post Malone,Rich & Sad,55,24,53,5
2018-05-26,"Jay Rock, Kendrick Lamar, Future & James Blake",King's Dead,56,54,61,18
2018-05-26,Pitbull x El Chombo x Karol G Featuring Cutty Ranks,Dame Tu Cosita,57,15,51,3
2018-05-26,Lil Pump,Esskeetit,58,61,72,14
2018-05-26,Dua Lipa,IDGAF,59,62,71,8
2018-05-26,Post Malone Featuring Swae Lee,Spoil My Night,60,6,56,4
2018-05-26,Lauv,I Like Me Better,61,64,70,6
2018-05-26,Morgan Wallen Featuring Florida Georgia Line,Up Down,62,17,45,3
2018-05-26,J. Cole,ATM,63,57,82,4
2018-05-26,Kenny Chesney,Get Along,64,46,59,11
2018-05-26,Post Malone,Stay,65,8,57,4
2018-05-26,"Khalid, Ty Dolla $ign & 6LACK",OTW,66,21,62,6
2018-05-26,Meghan Trainor,No Excuses,67,66,85,11
2018-05-26,J. Cole,Kevin's Heart,68,71,76,8
2018-05-26,Cardi B Featuring Migos,Drip,69,72,83,9
2018-05-26,Blake Shelton,I Lived It,70,41,68,16
2018-05-26,Darius Rucker,For The First Time,71,43,73,16
2018-05-26,Foster The People,Sit Next To Me,72,54,79,10
2018-05-26,Rich The Kid Featuring Kendrick Lamar,New Freezer,73,78,86,6
2018-05-26,Juice WRLD,Lucid Dreams,74,79,80,2
2018-05-26,Luke Bryan,Most People Are Good,75,31,78,18
2018-05-26,Bad Wolves,Zombie,76,29,75,11
2018-05-26,Reik Featuring Ozuna & Wisin,Me Niego,77,82,87,4
2018-05-26,Dierks Bentley,"Woman, Amen",78,50,77,15
2018-05-26,Bhad Bhabie Featuring Lil Yachty,Gucci Flip Flops,79,84,90,5
2018-05-26,YoungBoy Never Broke Again,Outside Today,80,74,91,10
2018-05-26,Logic & Marshmello,Everyday,81,86,97,2
2018-05-26,David Lee Murphy & Kenny Chesney,Everything's Gonna Be Alright,82,69,99,19
2018-05-26,Jordan Davis,Singles You Up,83,35,-,7
2018-05-26,Halsey Featuring Big Sean & Stefflon Don,Alone,84,24,64,3
2018-05-26,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,Sativa,85,23,63,3
2018-05-26,Brett Young,Mercy,86,20,66,3
2018-05-26,Lil Skies Featuring Landon Cube,Red Roses,87,78,100,20
2018-05-26,XXXTENTACION,Moonlight,88,48,-,3
2018-05-26,Post Malone,Over Now,89,49,92,16
2018-05-26,Post Malone,Zack And Codeine,90,29,67,3
2018-05-26,Lil Skies,Lust,91,40,69,3
2018-05-26,Juice WRLD,All Girls Are The Same,92,58,58,2
2018-05-26,Post Malone Featuring G-Eazy & YG,Same Bitches,93,9,88,16
2018-05-26,Tank,When We,94,74,98,16
2018-05-26,Carrie Underwood,Cry Pretty,95,94,-,2
2018-05-26,Ozuna & Romeo Santos,El Farsante,96,,,
2018-05-26,Post Malone,Takin' Shots,97,,,
2018-05-26,Post Malone,92 Explorer,98,,,
2018-05-26,Luke Combs,Beautiful Crazy,99,,,
2018-05-26,Justin Timberlake Featuring Chris Stapleton,Say Something,100,,,
2018-05-19,Childish Gambino,This Is America,1,,,1
2018-05-19,Drake,Nice For What,2,1,1,5
2018-05-19,Drake,God's Plan,3,1,3,16
2018-05-19,Post Malone Featuring Ty Dolla $ign,Psycho,4,2,2,11
2018-05-19,Bebe Rexha & Florida Georgia Line,Meant To Be,5,2,4,29
2018-05-19,"Zedd, Maren Morris & Grey",The Middle,6,5,5,15
2018-05-19,BlocBoy JB Featuring Drake,Look Alive,7,5,9,13
2018-05-19,Camila Cabello,Never Be The Same,8,6,6,21
2018-05-19,Ed Sheeran,Perfect,9,1,12,37
2018-05-19,Ariana Grande,No Tears Left To Cry,10,3,10,3
2018-05-19,Lil Dicky Featuring Chris Brown,Freaky Friday,11,8,13,8
2018-05-19,Imagine Dragons,Whatever It Takes,12,12,21,15
2018-05-19,Post Malone Featuring 21 Savage,Rockstar,13,1,8,34
2018-05-19,Migos Featuring Drake,Walk It Talk It,14,10,18,15
2018-05-19,Bazzi,Mine,15,11,19,16
2018-05-19,Travis Scott Featuring Lil Uzi Vert & Kanye West,Watch,16,17,37,6
2018-05-19,Ella Mai,Boo'd Up,17,8,22,5
2018-05-19,"Cardi B, Bad Bunny & J Balvin",I Like It,18,10,50,5
2018-05-19,Nicki Minaj,Chun-Li,19,20,28,20
2018-05-19,Kane Brown,Heaven,20,21,25,13
2018-05-19,Marshmello & Anne-Marie,Friends,21,7,30,14
2018-05-19,The Weeknd & Kendrick Lamar,Pray For Me,22,7,7,2
2018-05-19,Post Malone,Better Now,23,1,27,39
2018-05-19,Camila Cabello Featuring Young Thug,Havana,24,11,26,6
2018-05-19,Cardi B,Be Careful,25,13,31,13
2018-05-19,Rich The Kid,Plug Walk,26,22,36,8
2018-05-19,Shawn Mendes,In My Blood,27,28,39,10
2018-05-19,Rae Sremmurd & Juicy J,Powerglide,28,4,32,6
2018-05-19,The Weeknd,Call Out My Name,29,26,38,17
2018-05-19,Maroon 5,Wait,30,3,33,19
2018-05-19,Bruno Mars & Cardi B,Finesse,31,6,35,41
2018-05-19,Dua Lipa,New Rules,32,28,41,15
2018-05-19,Jason Aldean,You Make It Easy,33,7,60,10
2018-05-19,XXXTENTACION,Sad!,34,7,49,18
2018-05-19,Kendrick Lamar & SZA,All The Stars,35,36,43,3
2018-05-19,Pitbull x El Chombo x Karol G Featuring Cutty Ranks,Dame Tu Cosita,36,13,45,28
2018-05-19,Offset & Metro Boomin,Ric Flair Drip,37,11,11,2
2018-05-19,Post Malone,Paranoid,38,14,14,2
2018-05-19,Post Malone,Rich & Sad,39,16,16,2
2018-05-19,Post Malone Featuring Nicki Minaj,Ball For Me,40,41,64,3
2018-05-19,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",Te Bote,41,42,52,10
2018-05-19,Nicky Jam x J Balvin,X,42,43,54,14
2018-05-19,Daddy Yankee,Dura,43,44,65,8
2018-05-19,Luke Combs,One Number Away,44,17,17,2
2018-05-19,Post Malone,Stay,45,46,56,9
2018-05-19,Taylor Swift,Delicate,46,47,77,2
2018-05-19,YoungBoy Never Broke Again,Overdose,47,28,55,7
2018-05-19,Famous Dex,Japan,48,49,61,5
2018-05-19,Calvin Harris & Dua Lipa,One Kiss,49,8,53,20
2018-05-19,Migos,Stir Fry,50,15,15,2
2018-05-19,Post Malone Featuring Swae Lee,Spoil My Night,51,10,44,3
2018-05-19,J. Cole,KOD,52,24,51,4
2018-05-19,Lil Pump,Esskeetit,53,43,63,12
2018-05-19,Khalid & Normani,Love Lies,54,55,67,9
2018-05-19,Dan + Shay,Tequila,55,6,42,3
2018-05-19,J. Cole,ATM,56,8,48,3
2018-05-19,J. Cole,Kevin's Heart,57,46,59,10
2018-05-19,Luke Combs,Beautiful Crazy,58,21,66,17
2018-05-19,Meghan Trainor,No Excuses,59,54,69,17
2018-05-19,"Jay Rock, Kendrick Lamar, Future & James Blake",King's Dead,60,21,58,5
2018-05-19,Dua Lipa,IDGAF,61,23,23,2
2018-05-19,Cardi B Featuring Migos,Drip,62,24,24,2
2018-05-19,Post Malone,Zack And Codeine,63,20,20,2
2018-05-19,Post Malone,Over Now,64,29,29,2
2018-05-19,Shawn Mendes Featuring Khalid,Youth,65,41,68,15
2018-05-19,Post Malone Featuring G-Eazy & YG,Same Bitches,66,40,40,2
2018-05-19,Post Malone,Takin' Shots,67,70,84,5
2018-05-19,Rich The Kid Featuring Kendrick Lamar,New Freezer,68,71,83,7
2018-05-19,Post Malone,92 Explorer,69,72,81,13
2018-05-19,Kenny Chesney,Get Along,70,43,74,15
2018-05-19,Morgan Wallen Featuring Florida Georgia Line,Up Down,71,29,70,10
2018-05-19,Lauv,I Like Me Better,72,76,90,7
2018-05-19,Luke Bryan,Most People Are Good,73,50,76,14
2018-05-19,Charlie Puth Featuring Kehlani,Done For Me,74,31,72,17
2018-05-19,Logic & Marshmello,Everyday,75,54,88,9
2018-05-19,Darius Rucker,For The First Time,76,14,75,20
2018-05-19,Jordan Davis,Singles You Up,77,57,82,3
2018-05-19,YoungBoy Never Broke Again,Outside Today,78,72,87,8
2018-05-19,Bad Wolves,Zombie,79,25,-,4
2018-05-19,Bhad Bhabie Featuring Lil Yachty,Gucci Flip Flops,80,66,91,10
2018-05-19,Cardi B Featuring 21 Savage,Bartier Cardi,81,81,92,5
2018-05-19,"Khalid, Ty Dolla $ign & 6LACK",OTW,82,87,97,3
2018-05-19,Foster The People,Sit Next To Me,83,9,78,15
2018-05-19,Nicki Minaj,Barbie Tingz,84,46,46,2
2018-05-19,Blake Shelton,I Lived It,85,90,99,4
2018-05-19,Dierks Bentley,"Woman, Amen",86,74,93,9
2018-05-19,David Lee Murphy & Kenny Chesney,Everything's Gonna Be Alright,87,49,94,15
2018-05-19,Justin Timberlake Featuring Chris Stapleton,Say Something,88,47,47,2
2018-05-19,Post Malone,Otherside,89,59,95,5
2018-05-19,Halsey Featuring Big Sean & Stefflon Don,Alone,90,62,62,2
2018-05-19,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,Sativa,91,23,89,5
2018-05-19,Ozuna & Romeo Santos,El Farsante,92,69,100,18
2018-05-19,Post Malone,Blame It On Me,93,78,98,19
2018-05-19,YoungBoy Never Broke Again,Diamond Teeth Samurai,94,74,98,16
2018-05-19,Mason Ramsey,Famous,95,94,-,2
2018-05-19,Cardi B Featuring SZA,I Do,96,,,
2018-05-19,Brett Young,Mercy,97,,,
2018-05-19,YoungBoy Never Broke Again,Preach,98,,,
2018-05-19,Lil Skies Featuring Landon Cube,Red Roses,99,,,
2018-05-19,Tank,When We,100,,,
2018-05-12,Drake,Nice For What,1,,,4
2018-05-12,Post Malone Featuring Ty Dolla $ign,Psycho,2,2,5,10
2018-05-12,Drake,God's Plan,3,1,2,15
2018-05-12,Bebe Rexha & Florida Georgia Line,Meant To Be,4,2,4,28
2018-05-12,"Zedd, Maren Morris & Grey",The Middle,5,5,7,14
2018-05-12,Camila Cabello,Never Be The Same,6,6,13,20
2018-05-12,Post Malone,Better Now,7,1,32,33
2018-05-12,Post Malone Featuring 21 Savage,Rockstar,8,5,9,12
2018-05-12,BlocBoy JB Featuring Drake,Look Alive,9,3,3,2
2018-05-12,Ariana Grande,No Tears Left To Cry,10,1,11,36
2018-05-12,Post Malone,Paranoid,11,8,12,7
2018-05-12,Ed Sheeran,Perfect,12,10,18,14
2018-05-12,Lil Dicky Featuring Chris Brown,Freaky Friday,13,11,17,15
2018-05-12,Post Malone,Rich & Sad,14,20,26,14
2018-05-12,Post Malone Featuring Swae Lee,Spoil My Night,15,8,16,4
2018-05-12,Post Malone Featuring Nicki Minaj,Ball For Me,16,21,24,12
2018-05-12,Post Malone,Stay,17,11,23,5
2018-05-12,Migos Featuring Drake,Walk It Talk It,18,1,22,38
2018-05-12,Bazzi,Mine,19,26,29,19
2018-05-12,Post Malone Featuring G-Eazy & YG,Same Bitches,20,7,27,13
2018-05-12,Imagine Dragons,Whatever It Takes,21,13,21,12
2018-05-12,"Cardi B, Bad Bunny & J Balvin",I Like It,22,4,19,5
2018-05-12,Post Malone,Zack And Codeine,23,3,25,18
2018-05-12,Post Malone,Over Now,24,34,-,21
2018-05-12,Marshmello & Anne-Marie,Friends,25,6,33,40
2018-05-12,Cardi B,Be Careful,26,22,36,7
2018-05-12,Camila Cabello Featuring Young Thug,Havana,27,37,55,5
2018-05-12,Kane Brown,Heaven,28,26,42,16
2018-05-12,Post Malone,Takin' Shots,29,34,40,9
2018-05-12,The Weeknd & Kendrick Lamar,Pray For Me,30,28,38,14
2018-05-12,Rich The Kid,Plug Walk,31,6,6,2
2018-05-12,The Weeknd,Call Out My Name,32,43,81,2
2018-05-12,Bruno Mars & Cardi B,Finesse,33,10,10,2
2018-05-12,Post Malone,Candy Paint,34,13,43,27
2018-05-12,Dua Lipa,New Rules,35,8,8,2
2018-05-12,Shawn Mendes,In My Blood,36,7,44,17
2018-05-12,Ella Mai,Boo'd Up,37,10,48,4
2018-05-12,Maroon 5,Wait,38,24,37,3
2018-05-12,Rae Sremmurd & Juicy J,Powerglide,39,47,56,9
2018-05-12,Post Malone,92 Explorer,40,8,39,19
2018-05-12,Jason Aldean,You Make It Easy,41,50,75,13
2018-05-12,J. Cole,ATM,42,28,35,6
2018-05-12,Pitbull x El Chombo x Karol G Featuring Cutty Ranks,Dame Tu Cosita,43,46,52,8
2018-05-12,J. Cole,KOD,44,21,51,4
2018-05-12,Offset & Metro Boomin,Ric Flair Drip,45,46,58,9
2018-05-12,Post Malone,Otherside,46,7,31,9
2018-05-12,Post Malone,Blame It On Me,47,61,64,4
2018-05-12,J. Cole,Kevin's Heart,48,43,59,11
2018-05-12,Kendrick Lamar & SZA,All The Stars,49,64,74,2
2018-05-12,Nicki Minaj,Chun-Li,50,65,68,7
2018-05-12,Lil Pump,Esskeetit,51,21,54,16
2018-05-12,Nicky Jam x J Balvin,X,52,57,63,8
2018-05-12,Migos,Stir Fry,53,41,61,14
2018-05-12,Daddy Yankee,Dura,54,54,73,16
2018-05-12,Famous Dex,Japan,55,29,66,9
2018-05-12,Taylor Swift,Delicate,56,15,15,2
2018-05-12,Post Malone,Sugar Wraith,57,31,69,16
2018-05-12,Cardi B Featuring Migos,Drip,58,43,62,14
2018-05-12,Meghan Trainor,No Excuses,59,14,60,19
2018-05-12,XXXTENTACION,Sad!,60,50,67,13
2018-05-12,Calvin Harris & Dua Lipa,One Kiss,61,9,65,14
2018-05-12,Mason Ramsey,Famous,62,20,20,2
2018-05-12,Khalid & Normani,Love Lies,63,14,14,2
2018-05-12,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",Te Bote,64,73,77,12
2018-05-12,Luke Combs,One Number Away,65,57,57,2
2018-05-12,"Jay Rock, Kendrick Lamar, Future & James Blake",King's Dead,66,83,84,6
2018-05-12,Dan + Shay,Tequila,67,78,82,4
